 f,           1,fy,  -3222.557    
 f,           2,fy,  -3285.555    
 f,           3,fy,  -3222.557    
 f,           4,fy,  -3135.044    
 f,           5,fy,  -3023.646    
 f,           6,fy,  -2536.975    
 f,           7,fy,  -3336.241    
 f,           8,fy,  -3323.545    
 f,           9,fy,  -3285.555    
 f,          10,fy,  -3323.545    
 f,          11,fy,  -1913.595    
 f,          12,fy,  -2144.486    
 f,          13,fy,  -1409.954    
 f,          14,fy,  -1668.117    
 f,          15,fy,  -1141.061    
 f,          16,fy,  -2359.073    
 f,          17,fy,  -2555.699    
 f,          18,fy,  -3023.646    
 f,          19,fy,  -3135.044    
 f,          20,fy,  -2889.262    
 f,          21,fy,  -2732.882    
 f,          22,fy,  -3222.543    
 f,          23,fy,  -3285.547    
 f,          24,fy,  -3222.543    
 f,          25,fy,  -3135.037    
 f,          26,fy,  -3023.646    
 f,          27,fy,  -2536.975    
 f,          28,fy,  -3336.233    
 f,          29,fy,  -3323.549    
 f,          30,fy,  -3285.547    
 f,          31,fy,  -3323.549    
 f,          32,fy,  -1913.584    
 f,          33,fy,  -2144.492    
 f,          34,fy,  -1721.640    
 f,          35,fy,  -1141.061    
 f,          36,fy,  -1155.094    
 f,          37,fy,  -1409.957    
 f,          38,fy,  -1668.117    
 f,          39,fy,  -2359.074    
 f,          40,fy,  -2555.694    
 f,          41,fy,  -3023.646    
 f,          42,fy,  -3135.037    
 f,          43,fy,  -2889.262    
 f,          44,fy,  -2732.884    
 f,          45,fy,  -3222.559    
 f,          46,fy,  -3285.579    
 f,          47,fy,  -3222.559    
 f,          48,fy,  -3135.043    
 f,          49,fy,  -3023.676    
 f,          50,fy,  -2536.995    
 f,          51,fy,  -3336.230    
 f,          52,fy,  -3323.530    
 f,          53,fy,  -3285.579    
 f,          54,fy,  -3323.530    
 f,          55,fy,  -1913.578    
 f,          56,fy,  -2144.502    
 f,          57,fy,  -1409.955    
 f,          58,fy,  -1668.123    
 f,          59,fy,  -1141.058    
 f,          60,fy,  -2359.093    
 f,          61,fy,  -2555.716    
 f,          62,fy,  -3023.676    
 f,          63,fy,  -3135.043    
 f,          64,fy,  -2889.285    
 f,          65,fy,  -2732.894    
 f,          66,fy,  -3222.578    
 f,          67,fy,  -3285.547    
 f,          68,fy,  -3222.578    
 f,          69,fy,  -3135.027    
 f,          70,fy,  -3023.668    
 f,          71,fy,  -2536.980    
 f,          72,fy,  -3336.248    
 f,          73,fy,  -3323.540    
 f,          74,fy,  -3285.547    
 f,          75,fy,  -3323.540    
 f,          76,fy,  -1913.588    
 f,          77,fy,  -2144.501    
 f,          78,fy,  -1721.639    
 f,          79,fy,  -1141.059    
 f,          80,fy,  -1145.228    
 f,          81,fy,  -1155.089    
 f,          82,fy,  -1409.952    
 f,          83,fy,  -1668.120    
 f,          84,fy,  -2359.076    
 f,          85,fy,  -2555.712    
 f,          86,fy,  -3023.668    
 f,          87,fy,  -3135.027    
 f,          88,fy,  -2889.267    
 f,          89,fy,  -2732.892    
 f,          90,fy,  -3222.568    
 f,          91,fy,  -3285.482    
 f,          92,fy,  -3222.568    
 f,          93,fy,  -3134.999    
 f,          94,fy,  -3023.647    
 f,          95,fy,  -2536.950    
 f,          96,fy,  -3336.253    
 f,          97,fy,  -3323.566    
 f,          98,fy,  -3285.482    
 f,          99,fy,  -3323.566    
 f,         100,fy,  -1913.586    
 f,         101,fy,  -2144.498    
 f,         102,fy,  -1409.955    
 f,         103,fy,  -1668.114    
 f,         104,fy,  -1141.063    
 f,         105,fy,  -2359.045    
 f,         106,fy,  -2555.694    
 f,         107,fy,  -3023.647    
 f,         108,fy,  -3134.999    
 f,         109,fy,  -2889.234    
 f,         110,fy,  -2732.887    
 f,         111,fy,  -3222.578    
 f,         112,fy,  -3285.547    
 f,         113,fy,  -3222.578    
 f,         114,fy,  -3135.027    
 f,         115,fy,  -3023.668    
 f,         116,fy,  -2536.980    
 f,         117,fy,  -3336.248    
 f,         118,fy,  -3323.540    
 f,         119,fy,  -3285.547    
 f,         120,fy,  -3323.540    
 f,         121,fy,  -1913.588    
 f,         122,fy,  -2144.501    
 f,         123,fy,  -1721.639    
 f,         124,fy,  -1141.059    
 f,         125,fy,  -1155.089    
 f,         126,fy,  -1409.952    
 f,         127,fy,  -1668.120    
 f,         128,fy,  -2359.076    
 f,         129,fy,  -2555.712    
 f,         130,fy,  -3023.668    
 f,         131,fy,  -3135.027    
 f,         132,fy,  -2889.268    
 f,         133,fy,  -2732.892    
 f,         134,fy,  -3222.559    
 f,         135,fy,  -3285.579    
 f,         136,fy,  -3222.559    
 f,         137,fy,  -3135.043    
 f,         138,fy,  -3023.676    
 f,         139,fy,  -2536.995    
 f,         140,fy,  -3336.230    
 f,         141,fy,  -3323.530    
 f,         142,fy,  -3285.579    
 f,         143,fy,  -3323.530    
 f,         144,fy,  -1913.578    
 f,         145,fy,  -2144.502    
 f,         146,fy,  -1409.955    
 f,         147,fy,  -1668.123    
 f,         148,fy,  -1141.058    
 f,         149,fy,  -2359.093    
 f,         150,fy,  -2555.716    
 f,         151,fy,  -3023.676    
 f,         152,fy,  -3135.043    
 f,         153,fy,  -2889.285    
 f,         154,fy,  -2732.894    
 f,         156,fy,  -1145.228    
 f,         157,fy,  -3222.543    
 f,         158,fy,  -3285.547    
 f,         159,fy,  -3222.543    
 f,         160,fy,  -3135.037    
 f,         161,fy,  -3023.646    
 f,         162,fy,  -2536.975    
 f,         163,fy,  -3336.233    
 f,         164,fy,  -3323.549    
 f,         165,fy,  -3285.547    
 f,         166,fy,  -3323.549    
 f,         167,fy,  -1913.584    
 f,         168,fy,  -2144.492    
 f,         169,fy,  -1721.640    
 f,         170,fy,  -1141.061    
 f,         171,fy,  -1155.094    
 f,         172,fy,  -1409.957    
 f,         173,fy,  -1668.117    
 f,         174,fy,  -2359.074    
 f,         175,fy,  -2555.694    
 f,         176,fy,  -3023.646    
 f,         177,fy,  -3135.037    
 f,         178,fy,  -2889.262    
 f,         179,fy,  -2732.884    
 f,         180,fy,  -3222.557    
 f,         181,fy,  -3285.555    
 f,         182,fy,  -3222.557    
 f,         183,fy,  -3135.044    
 f,         184,fy,  -3023.646    
 f,         185,fy,  -2536.975    
 f,         187,fy,  -3336.241    
 f,         188,fy,  -3323.545    
 f,         189,fy,  -3285.555    
 f,         190,fy,  -3323.545    
 f,         191,fy,  -1913.595    
 f,         192,fy,  -2144.486    
 f,         193,fy,  -1409.954    
 f,         194,fy,  -1668.117    
 f,         195,fy,  -1141.061    
 f,         196,fy,  -2359.073    
 f,         197,fy,  -2555.699    
 f,         198,fy,  -3023.646    
 f,         199,fy,  -3135.044    
 f,         200,fy,  -2889.262    
 f,         201,fy,  -2732.882    
 f,         202,fy,  -3222.558    
 f,         203,fy,  -3222.558    
 f,         204,fy,  -3023.663    
 f,         205,fy,  -2536.981    
 f,         206,fy,  -3336.233    
 f,         207,fy,  -3323.538    
 f,         208,fy,  -3285.560    
 f,         209,fy,  -3323.538    
 f,         210,fy,  -1913.587    
 f,         211,fy,  -2144.488    
 f,         212,fy,  -1721.643    
 f,         213,fy,  -1141.062    
 f,         214,fy,  -1155.088    
 f,         215,fy,  -1409.955    
 f,         216,fy,  -1668.118    
 f,         217,fy,  -2359.075    
 f,         218,fy,  -2555.711    
 f,         219,fy,  -3023.663    
 f,         220,fy,  -3135.046    
 f,         221,fy,  -2889.269    
 f,         222,fy,  -2732.889    
 f,         223,fy,  -3222.557    
 f,         224,fy,  -1642.775    
 f,         225,fy,  -3222.557    
 f,         226,fy,  -3135.044    
 f,         227,fy,  -3023.646    
 f,         228,fy,  -2536.975    
 f,         230,fy,  -3336.241    
 f,         231,fy,  -3323.545    
 f,         232,fy,  -3285.555    
 f,         233,fy,  -3323.545    
 f,         234,fy,  -1913.595    
 f,         235,fy,  -2144.486    
 f,         236,fy,  -1409.954    
 f,         237,fy,  -1668.117    
 f,         238,fy,  -1141.061    
 f,         239,fy,  -2359.073    
 f,         240,fy,  -2555.699    
 f,         241,fy,  -3023.646    
 f,         242,fy,  -3135.044    
 f,         243,fy,  -2889.262    
 f,         244,fy,  -2732.882    
 f,         245,fy,  -3222.543    
 f,         246,fy,  -3285.547    
 f,         247,fy,  -3222.543    
 f,         248,fy,  -3135.037    
 f,         249,fy,  -3023.646    
 f,         250,fy,  -2536.975    
 f,         251,fy,  -3336.233    
 f,         252,fy,  -3323.549    
 f,         253,fy,  -3285.547    
 f,         254,fy,  -3323.549    
 f,         255,fy,  -1913.584    
 f,         256,fy,  -2144.492    
 f,         257,fy,  -1721.640    
 f,         258,fy,  -1141.061    
 f,         259,fy,  -1145.228    
 f,         260,fy,  -1155.094    
 f,         261,fy,  -1409.957    
 f,         262,fy,  -1668.117    
 f,         263,fy,  -2359.074    
 f,         264,fy,  -2555.694    
 f,         265,fy,  -3023.646    
 f,         266,fy,  -3135.037    
 f,         267,fy,  -2889.262    
 f,         268,fy,  -2732.884    
 f,         269,fy,  -3222.559    
 f,         270,fy,  -3285.579    
 f,         271,fy,  -3222.559    
 f,         272,fy,  -3135.043    
 f,         273,fy,  -3023.676    
 f,         274,fy,  -2536.995    
 f,         276,fy,  -3336.230    
 f,         277,fy,  -3323.530    
 f,         278,fy,  -3285.579    
 f,         279,fy,  -3323.530    
 f,         280,fy,  -1913.578    
 f,         281,fy,  -2144.502    
 f,         282,fy,  -1409.955    
 f,         283,fy,  -1668.123    
 f,         284,fy,  -1141.058    
 f,         285,fy,  -2359.093    
 f,         286,fy,  -2555.716    
 f,         287,fy,  -3023.676    
 f,         288,fy,  -3135.043    
 f,         289,fy,  -2889.285    
 f,         290,fy,  -2732.894    
 f,         291,fy,  -3222.578    
 f,         292,fy,  -3285.547    
 f,         293,fy,  -3222.578    
 f,         294,fy,  -3135.027    
 f,         295,fy,  -3023.668    
 f,         296,fy,  -2536.980    
 f,         298,fy,  -3336.248    
 f,         299,fy,  -3323.540    
 f,         300,fy,  -3285.547    
 f,         301,fy,  -3323.540    
 f,         302,fy,  -1913.588    
 f,         303,fy,  -2144.501    
 f,         304,fy,  -1721.639    
 f,         305,fy,  -1141.059    
 f,         306,fy,  -1155.089    
 f,         307,fy,  -1409.952    
 f,         308,fy,  -1668.120    
 f,         309,fy,  -2359.076    
 f,         310,fy,  -2555.712    
 f,         311,fy,  -3023.668    
 f,         312,fy,  -3135.027    
 f,         313,fy,  -2889.267    
 f,         314,fy,  -2732.892    
 f,         315,fy,  -3222.568    
 f,         316,fy,  -3285.482    
 f,         317,fy,  -3222.568    
 f,         318,fy,  -3134.999    
 f,         319,fy,  -3023.647    
 f,         320,fy,  -2536.950    
 f,         322,fy,  -3336.253    
 f,         323,fy,  -3323.566    
 f,         324,fy,  -3285.482    
 f,         325,fy,  -3323.566    
 f,         326,fy,  -1913.586    
 f,         327,fy,  -2144.498    
 f,         328,fy,  -1409.955    
 f,         329,fy,  -1668.114    
 f,         330,fy,  -1141.063    
 f,         331,fy,  -2359.045    
