!�ڵ�����
N,   335,           1.474,           0.000,           0.430
N,   336,           1.315,          -0.694,           0.428
N,   337,          -0.668,           0.000,           0.483
N,   338,          -0.334,           0.579,           0.483
N,   339,          -0.474,           0.578,           0.480
N,   340,           0.334,           0.579,           0.483
N,   341,           0.264,           0.700,           0.480
N,   342,           0.334,          -0.579,           0.483
N,   343,          -0.334,          -0.579,           0.483
N,   344,          -0.264,          -0.700,           0.480
N,   345,          -0.474,          -0.578,           0.480
N,   346,           1.578,           0.135,           0.420
N,   347,           1.434,          -0.672,           0.420
N,   348,           1.259,          -0.792,           0.428
N,   349,           0.906,          -1.299,           0.420
N,   350,           0.737,          -1.277,           0.430
N,   351,           0.135,          -1.578,           0.420
N,   352,           0.056,          -1.486,           0.428
N,   353,          -0.056,          -1.486,           0.428
N,   354,          -0.672,          -1.434,           0.420
N,   355,          -0.737,          -1.277,           0.430
N,   356,          -1.299,          -0.906,           0.420
N,   357,          -1.434,          -0.672,           0.420
N,   358,          -1.259,          -0.792,           0.428
N,   359,          -1.315,          -0.694,           0.428
N,   360,          -1.474,           0.000,           0.430
N,   361,          -1.434,           0.672,           0.420
N,   362,          -1.315,           0.694,           0.428
N,   363,          -1.259,           0.792,           0.428
N,   364,          -0.906,           1.299,           0.420
N,   365,          -0.737,           1.277,           0.430
N,   366,          -0.135,           1.578,           0.420
N,   367,          -0.056,           1.486,           0.428
N,   368,           0.056,           1.486,           0.428
N,   369,           0.672,           1.434,           0.420
N,   370,           0.737,           1.277,           0.430
N,   371,           1.299,           0.906,           0.420
N,   372,           1.259,           0.792,           0.428
N,   373,           1.315,           0.694,           0.428
N,   374,           1.076,           2.140,           0.319
N,   375,           1.139,           1.972,           0.337
N,   376,           1.743,           1.643,           0.319
N,   377,           2.200,           0.948,           0.319
N,   378,           1.713,           1.532,           0.333
N,   379,           1.779,           1.434,           0.335
N,   380,           2.643,           1.598,           0.200
N,   381,           2.696,           1.717,           0.179
N,   382,           3.049,           0.961,           0.179
N,   383,           2.201,           2.152,           0.203
N,   384,           2.706,           1.490,           0.200
N,   385,           3.165,           2.234,           0.028
N,   386,           3.517,           1.624,           0.028
N,   387,          -1.315,           2.002,           0.319
N,   388,          -0.551,           2.331,           0.319
N,   389,           0.280,           2.379,           0.319
N,   390,          -1.717,           2.696,           0.179
N,   391,          -0.961,           3.049,           0.179
N,   392,          -0.139,           3.194,           0.179
N,   393,           0.693,           3.121,           0.179
N,   394,           1.477,           2.835,           0.179
N,   395,           2.160,           2.356,           0.179
N,   396,          -3.306,           2.230,           0.000
N,   397,          -2.770,           2.869,           0.000
N,   398,          -2.113,           3.382,           0.000
N,   399,          -1.364,           3.747,           0.000
N,   400,          -0.555,           3.949,           0.000
N,   401,           1.099,           3.833,           0.000
N,   402,           1.872,           3.521,           0.000
N,   403,           2.563,           3.055,           0.000
N,   404,           3.142,           2.455,           0.000
N,   405,           3.584,           1.748,           0.000
N,   406,          -1.139,           1.972,           0.337
N,   407,          -0.471,           2.250,           0.333
N,   408,          -0.353,           2.257,           0.335
N,   409,           0.353,           2.257,           0.335
N,   410,           0.471,           2.250,           0.333
N,   411,          -1.537,           2.662,           0.204
N,   412,          -0.880,           2.972,           0.197
N,   413,          -0.763,           2.983,           0.203
N,   414,          -0.062,           3.088,           0.200
N,   415,           0.062,           3.088,           0.200
N,   416,           0.763,           2.983,           0.203
N,   417,           0.880,           2.972,           0.197
N,   418,           1.537,           2.662,           0.204
N,   419,           2.134,           2.248,           0.197
N,   420,          -3.165,           2.234,           0.028
N,   421,          -3.099,           2.340,           0.026
N,   422,          -2.608,           2.854,           0.030
N,   423,          -2.541,           2.948,           0.023
N,   424,          -1.932,           3.346,           0.031
N,   425,          -1.283,           3.674,           0.023
N,   426,          -1.168,           3.686,           0.030
N,   427,          -0.477,           3.854,           0.026
N,   428,          -0.352,           3.858,           0.028
N,   429,           0.352,           3.858,           0.028
N,   430,           0.477,           3.854,           0.026
N,   431,           1.168,           3.686,           0.030
N,   432,           1.283,           3.674,           0.023
N,   433,           1.932,           3.346,           0.031
N,   434,           2.541,           2.948,           0.023
N,   435,           2.608,           2.854,           0.030
N,   436,           3.099,           2.340,           0.026
N,   437,          -2.356,           2.160,           0.179
N,   438,          -2.201,           2.152,           0.203
N,   439,          -2.134,           2.248,           0.197
N,   440,           2.392,           0.138,           0.319
N,   441,           2.295,          -0.688,           0.319
N,   442,           1.921,          -1.432,           0.319
N,   443,           3.194,           0.139,           0.179
N,   444,           3.121,          -0.693,           0.179
N,   445,           2.835,          -1.477,           0.179
N,   446,           2.356,          -2.160,           0.179
N,   447,           1.717,          -2.696,           0.179
N,   448,           3.985,           0.139,           0.000
N,   449,           3.927,          -0.692,           0.000
N,   450,           3.697,          -1.494,           0.000
N,   451,           3.306,          -2.230,           0.000
N,   452,           2.770,          -2.869,           0.000
N,   453,           2.113,          -3.382,           0.000
N,   454,           2.277,           0.000,           0.337
N,   455,           2.184,          -0.717,           0.333
N,   456,           2.131,          -0.823,           0.335
N,   457,           3.014,           0.724,           0.197
N,   458,           3.074,          -0.000,           0.204
N,   459,           3.014,          -0.724,           0.197
N,   460,           2.964,          -0.830,           0.203
N,   461,           2.706,          -1.490,           0.200
N,   462,           2.643,          -1.598,           0.200
N,   463,           2.201,          -2.152,           0.203
N,   464,           2.134,          -2.248,           0.197
N,   465,           3.824,           0.726,           0.023
N,   466,           3.863,           0.000,           0.031
N,   467,           3.824,          -0.726,           0.023
N,   468,           3.776,          -0.832,           0.030
N,   469,           3.576,          -1.514,           0.026
N,   470,           3.517,          -1.624,           0.028
N,   471,           3.165,          -2.234,           0.028
N,   472,           3.099,          -2.340,           0.026
N,   473,           2.608,          -2.854,           0.030
N,   474,           2.541,          -2.948,           0.023
N,   475,           1.315,          -2.002,           0.319
N,   476,           0.551,          -2.331,           0.319
N,   477,          -0.280,          -2.379,           0.319
N,   478,          -1.076,          -2.140,           0.319
N,   479,          -1.743,          -1.643,           0.319
N,   480,           0.961,          -3.049,           0.179
N,   481,           0.139,          -3.194,           0.179
N,   482,          -0.693,          -3.121,           0.179
N,   483,          -1.477,          -2.835,           0.179
N,   484,          -2.160,          -2.356,           0.179
N,   485,          -2.696,          -1.717,           0.179
N,   486,           1.364,          -3.747,           0.000
N,   487,           0.555,          -3.949,           0.000
N,   488,          -0.278,          -3.978,           0.000
N,   489,          -1.099,          -3.833,           0.000
N,   490,          -1.872,          -3.521,           0.000
N,   491,          -2.563,          -3.055,           0.000
N,   492,          -3.142,          -2.455,           0.000
N,   493,           1.139,          -1.972,           0.337
N,   494,           0.471,          -2.250,           0.333
N,   495,           0.353,          -2.257,           0.335
N,   496,          -0.353,          -2.257,           0.335
N,   497,          -0.471,          -2.250,           0.333
N,   498,          -1.139,          -1.972,           0.337
N,   499,           1.537,          -2.662,           0.204
N,   500,           0.880,          -2.972,           0.197
N,   501,           0.763,          -2.983,           0.203
N,   502,           0.062,          -3.088,           0.200
N,   503,          -0.062,          -3.088,           0.200
N,   504,          -0.763,          -2.983,           0.203
N,   505,          -0.880,          -2.972,           0.197
N,   506,          -1.537,          -2.662,           0.204
N,   507,          -2.134,          -2.248,           0.197
N,   508,          -2.201,          -2.152,           0.203
N,   509,           1.932,          -3.346,           0.031
N,   510,           1.283,          -3.674,           0.023
N,   511,           1.168,          -3.686,           0.030
N,   512,           0.477,          -3.854,           0.026
N,   513,           0.352,          -3.858,           0.028
N,   514,          -0.352,          -3.858,           0.028
N,   515,          -0.477,          -3.854,           0.026
N,   516,          -1.168,          -3.686,           0.030
N,   517,          -1.283,          -3.674,           0.023
N,   518,          -1.932,          -3.346,           0.031
N,   519,          -2.541,          -2.948,           0.023
N,   520,          -2.608,          -2.854,           0.030
N,   521,          -3.099,          -2.340,           0.026
N,   522,          -3.165,          -2.234,           0.028
N,   523,           1.779,          -1.434,           0.335
N,   524,           1.713,          -1.532,           0.333
N,   525,          -2.200,          -0.948,           0.319
N,   526,          -2.295,          -0.688,           0.319
N,   527,          -3.049,          -0.961,           0.179
N,   528,          -3.121,          -0.693,           0.179
N,   529,          -3.584,          -1.748,           0.000
N,   530,          -3.869,          -0.965,           0.000
N,   531,          -3.927,          -0.692,           0.000
N,   532,          -1.713,          -1.532,           0.333
N,   533,          -1.779,          -1.434,           0.335
N,   534,          -2.131,          -0.823,           0.335
N,   535,          -2.184,          -0.717,           0.333
N,   536,          -2.643,          -1.598,           0.200
N,   537,          -2.706,          -1.490,           0.200
N,   538,          -2.964,          -0.830,           0.203
N,   539,          -3.014,          -0.724,           0.197
N,   540,          -3.517,          -1.624,           0.028
N,   541,          -3.576,          -1.514,           0.026
N,   542,          -3.776,          -0.832,           0.030
N,   543,          -3.824,          -0.726,           0.023
N,   544,          -3.121,           0.693,           0.179
N,   545,          -3.074,           0.000,           0.204
N,   546,          -3.014,           0.724,           0.197
N,   547,          -3.863,           0.000,           0.031
N,   548,          -3.824,           0.726,           0.023
N,   549,          -2.295,           0.688,           0.319
N,   550,          -1.921,           1.432,           0.319
N,   551,          -2.835,           1.477,           0.179
N,   552,          -3.697,           1.494,           0.000
N,   553,          -2.277,           0.000,           0.337
N,   554,          -2.184,           0.717,           0.333
N,   555,          -2.131,           0.823,           0.335
N,   556,          -2.964,           0.830,           0.203
N,   557,          -2.706,           1.490,           0.200
N,   558,          -2.643,           1.598,           0.200
N,   559,          -3.776,           0.832,           0.030
N,   560,          -3.576,           1.514,           0.026
N,   561,          -3.517,           1.624,           0.028
N,   562,          -1.779,           1.434,           0.335
N,   563,          -1.713,           1.532,           0.333
N,   564,           0.278,           3.978,           0.000
N,   565,           3.869,           0.965,           0.000
N,   566,           2.964,           0.830,           0.203
N,   567,           3.576,           1.514,           0.026
N,   568,           3.776,           0.832,           0.030
N,   569,           2.131,           0.823,           0.335
N,   570,           2.184,           0.717,           0.333
N,   571,          -3.927,           0.692,           0.000
N,   572,          -3.920,           0.762,           0.000
N,   573,           2.227,           0.772,           0.326
N,   574,           2.201,           0.825,           0.327
N,   575,           3.844,           0.832,           0.015
N,   576,           3.615,           1.570,           0.013
N,   577,           3.033,           0.831,           0.191
N,   578,           3.891,           0.898,           0.000
N,   579,           0.348,           3.978,           0.000
N,   580,          -1.782,           1.543,           0.326
N,   581,          -1.815,           1.493,           0.327
N,   582,          -3.586,           1.625,           0.014
N,   583,          -3.615,           1.570,           0.013
N,   584,          -3.844,           0.832,           0.015
N,   585,          -2.713,           1.602,           0.190
N,   586,          -2.744,           1.548,           0.190
N,   587,          -3.033,           0.831,           0.191
N,   588,          -2.201,           0.825,           0.327
N,   589,          -2.227,           0.772,           0.326
N,   590,          -2.346,           0.000,           0.328
N,   591,          -3.676,           1.560,           0.000
N,   592,          -2.808,           1.541,           0.179
N,   593,          -1.886,           1.492,           0.319
N,   594,          -2.282,           0.757,           0.319
N,   595,          -3.868,           0.779,           0.011
N,   596,          -3.932,           0.000,           0.016
N,   597,          -3.058,           0.778,           0.188
N,   598,          -3.143,           0.000,           0.192
N,   599,          -3.112,           0.762,           0.179
N,   600,          -3.868,          -0.779,           0.011
N,   601,          -3.844,          -0.832,           0.015
N,   602,          -3.615,          -1.570,           0.013
N,   603,          -3.586,          -1.625,           0.014
N,   604,          -3.058,          -0.778,           0.188
N,   605,          -3.033,          -0.831,           0.191
N,   606,          -2.744,          -1.548,           0.190
N,   607,          -2.713,          -1.602,           0.190
N,   608,          -2.227,          -0.772,           0.326
N,   609,          -2.201,          -0.825,           0.327
N,   610,          -1.815,          -1.493,           0.327
N,   611,          -1.782,          -1.543,           0.326
N,   612,          -3.920,          -0.762,           0.000
N,   613,          -3.891,          -0.898,           0.000
N,   614,          -3.619,          -1.688,           0.000
N,   615,          -3.112,          -0.762,           0.179
N,   616,          -3.076,          -0.896,           0.179
N,   617,          -2.282,          -0.757,           0.319
N,   618,          -2.235,          -0.887,           0.319
N,   619,           1.782,          -1.543,           0.326
N,   620,           1.815,          -1.493,           0.327
N,   621,          -3.200,          -2.293,           0.014
N,   622,          -3.167,          -2.345,           0.013
N,   623,          -2.642,          -2.913,           0.015
N,   624,          -2.609,          -2.960,           0.011
N,   625,          -1.966,          -3.405,           0.016
N,   626,          -1.260,          -3.739,           0.011
N,   627,          -1.202,          -3.745,           0.015
N,   628,          -0.447,          -3.916,           0.013
N,   629,          -0.385,          -3.918,           0.014
N,   630,           0.385,          -3.918,           0.014
N,   631,           0.447,          -3.916,           0.013
N,   632,           1.202,          -3.745,           0.015
N,   633,           1.260,          -3.739,           0.011
N,   634,           1.966,          -3.405,           0.016
N,   635,          -2.236,          -2.212,           0.191
N,   636,          -2.203,          -2.260,           0.188
N,   637,          -1.571,          -2.722,           0.192
N,   638,          -0.856,          -3.037,           0.188
N,   639,          -0.797,          -3.043,           0.191
N,   640,          -0.031,          -3.150,           0.190
N,   641,           0.031,          -3.150,           0.190
N,   642,           0.797,          -3.043,           0.191
N,   643,           0.856,          -3.037,           0.188
N,   644,           1.571,          -2.722,           0.192
N,   645,          -1.173,          -2.032,           0.328
N,   646,          -0.445,          -2.314,           0.326
N,   647,          -0.386,          -2.318,           0.327
N,   648,           0.386,          -2.318,           0.327
N,   649,           0.445,          -2.314,           0.326
N,   650,           1.173,          -2.032,           0.328
N,   651,          -3.189,          -2.403,           0.000
N,   652,          -2.620,          -3.014,           0.000
N,   653,          -1.936,          -3.493,           0.000
N,   654,          -1.168,          -3.819,           0.000
N,   655,          -0.348,          -3.978,           0.000
N,   656,           0.487,          -3.964,           0.000
N,   657,           1.300,          -3.776,           0.000
N,   658,          -2.739,          -1.662,           0.179
N,   659,          -2.216,          -2.314,           0.179
N,   660,          -1.541,          -2.808,           0.179
N,   661,          -0.762,          -3.112,           0.179
N,   662,           0.069,          -3.203,           0.179
N,   663,           0.896,          -3.076,           0.179
